PORTFOLIO.ID PORTFOLIO.PRIJMENI                                 PRODUCT.NAZEV                                      POCET_KUSU
01.01.18          TRANSOCEAN LTD                                             10 
01.01.18          CZK                                                      -120 
01.01.18          TRANSOCEAN LTD                                             14 
01.01.18          CZK                                                      -196 
01.01.18          TE Connectivity Ltd                                        13 
01.01.18          CZK                                                      -169 
01.01.18          TE Connectivity Ltd                                        13 
01.01.18          CZK                                                      -130 
01.01.18          TE Connectivity Ltd                                        13 
01.01.18          CZK                                                      -143 
01.01.18          TE Connectivity Ltd                                        11 
01.01.18          CZK                                                      -154 
01.01.18          TE Connectivity Ltd                                        10 
01.01.18          CZK                                                      -110 
01.01.18          GARMIN LTD                                                 12 
01.01.18          CZK                                                      -120 
01.01.18          GARMIN LTD                                                 10 
01.01.18          CZK                                                      -130 
01.01.18          GARMIN LTD                                                 10 
01.01.18          CZK                                                      -110 
01.01.18          GARMIN LTD                                                 14 
01.01.18          CZK                                                      -196 
01.01.18          GARMIN LTD                                                 13 
01.01.18          CZK                                                      -156 
01.01.18          PENTAIR LTD.                                               12 
01.01.18          CZK                                                      -156 
05.01.18          SOURCE SP 500 ETF                                          10 
05.01.18          CZK                                                      -140 
05.01.18          SOURCE SP 500 ETF                                          11 
05.01.18          CZK                                                      -143 
05.01.18          SOURCE SP 500 ETF                                          11 
05.01.18          CZK                                                      -110 
05.01.18          GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18          CZK                                                      -130 
05.01.18          GENERALI GLOBAL EQUITY A PLN                               13 
05.01.18          CZK                                                      -169 
05.01.18          GENERALI GLOBAL EQUITY A PLN                               12 
05.01.18          CZK                                                      -156 
05.01.18          GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18          CZK                                                      -100 
05.01.18          GENERALI GLOBAL EQUITY A PLN                               10 
05.01.18          CZK                                                      -130 
05.01.18          INVESCO PHYSICAL PLATINUM                                  10 
05.01.18          CZK                                                      -100 
05.01.18          INVESCO PHYSICAL PLATINUM                                  10 
05.01.18          CZK                                                      -110 
05.01.18          INVESCO PHYSICAL PLATINUM                                  11 
05.01.18          CZK                                                      -121 
05.01.18          INVESCO PHYSICAL PLATINUM                                  10 
05.01.18          CZK                                                      -110 
05.01.18          INVESCO PHYSICAL PLATINUM                                  12 
05.01.18          CZK                                                      -156 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        13 
05.01.18          CZK                                                      -182 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        11 
05.01.18          CZK                                                      -110 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        13 
05.01.18          CZK                                                      -182 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        12 
05.01.18          CZK                                                      -168 
05.01.18          GENERALI PREMIUM CONSERVATIVE A EUR                        13 
05.01.18          CZK                                                      -130 
05.01.18          GENERALI CORPORATE BONDS A EUR                             13 
05.01.18          CZK                                                      -182 
05.01.18          GENERALI CORPORATE BONDS A EUR                             13 
05.01.18          CZK                                                      -169 
05.01.18          GENERALI CORPORATE BONDS A EUR                             14 
05.01.18          CZK                                                      -168 
05.01.18          GENERALI CORPORATE BONDS A EUR                             11 
05.01.18          CZK                                                      -110 
05.01.18          GENERALI CORPORATE BONDS A EUR                             14 
05.01.18          CZK                                                      -140 
05.01.18          GENERALI OIL AND ENERGY A EUR                              12 
05.01.18          CZK                                                      -132 
05.01.18          GENERALI OIL AND ENERGY A EUR                              10 
05.01.18          CZK                                                      -120 
05.01.18          GENERALI OIL AND ENERGY A EUR                              13 
05.01.18          CZK                                                      -169 
05.01.18          GENERALI OIL AND ENERGY A EUR                              13 
05.01.18          CZK                                                      -130 
05.01.18          GENERALI OIL AND ENERGY A EUR                              13 
05.01.18          CZK                                                      -143 
05.01.18          INVESCO PHYSICAL SILVER ETC                                10 
05.01.18          CZK                                                      -100 
05.01.18          INVESCO PHYSICAL SILVER ETC                                12 
05.01.18          CZK                                                      -156 
05.01.18          INVESCO PHYSICAL SILVER ETC                                14 
05.01.18          CZK                                                      -182 
05.01.18          INVESCO PHYSICAL SILVER ETC                                13 
05.01.18          CZK                                                      -143 
05.01.18          INVESCO PHYSICAL SILVER ETC                                10 
05.01.18          CZK                                                      -130 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18          CZK                                                      -110 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                14 
05.01.18          CZK                                                      -168 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                13 
05.01.18          CZK                                                      -169 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                10 
05.01.18          CZK                                                      -110 
05.01.18          WARNER CHILCOTT PLC-CLASS A                                12 
05.01.18          CZK                                                      -144 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               12 
05.01.18          CZK                                                      -132 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               14 
05.01.18          CZK                                                      -182 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18          CZK                                                      -143 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18          CZK                                                      -110 
05.01.18          GENERALI GLOBAL EQUITY A EUR                               11 
05.01.18          CZK                                                      -132 
05.01.18          GENERALI NEW ECONOMIES A EUR                               10 
05.01.18          CZK                                                      -130 
05.01.18          GENERALI NEW ECONOMIES A EUR                               13 
05.01.18          CZK                                                      -169 
05.01.18          GENERALI NEW ECONOMIES A EUR                               12 
05.01.18          CZK                                                      -144 
05.01.18          GENERALI NEW ECONOMIES A EUR                               11 
05.01.18          CZK                                                      -154 
05.01.18          GENERALI NEW ECONOMIES A EUR                               10 
05.01.18          CZK                                                      -100 
03.01.18          CZK                                                      -110 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   14 
03.01.18          CZK                                                      -196 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   10 
03.01.18          CZK                                                      -120 
03.01.18          IVY Rosewood Diversified Feeder Fund EUR                   14 
03.01.18          CZK                                                      -196 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18          CZK                                                      -196 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              11 
03.01.18          CZK                                                      -143 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18          CZK                                                      -154 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              11 
03.01.18          CZK                                                      -121 
03.01.18          ISHARES DJ ASIA/PAC SD 30 ETF                              14 
03.01.18          CZK                                                      -196 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      13 
03.01.18          CZK                                                      -169 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      10 
03.01.18          CZK                                                      -130 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      10 
03.01.18          CZK                                                      -120 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      12 
03.01.18          CZK                                                      -132 
03.01.18          ISHARES ASIA PROPERTY YIELD UCITS ETF                      14 
03.01.18          CZK                                                      -182 
03.01.18          CZK                                                      -121 
03.01.18          CZK                                                      -132 
03.01.18          CZK                                                      -168 
03.01.18          CZK                                                      -169 
03.01.18          CZK                                                      -120 
05.01.18          ISHARES MSCI TURKEY FUND                                   13 
05.01.18          CZK                                                      -130 
05.01.18          ISHARES MSCI TURKEY FUND                                   11 
05.01.18          CZK                                                      -154 
05.01.18          ISHARES MSCI TURKEY FUND                                   14 
05.01.18          CZK                                                      -140 
05.01.18          ISHARES MSCI TURKEY FUND                                   12 
05.01.18          CZK                                                      -120 
05.01.18          ISHARES MSCI TURKEY FUND                                   11 
05.01.18          CZK                                                      -154 
05.01.18          SMURFIT KAPPA GROUP PLC                                    13 
05.01.18          CZK                                                      -169 
05.01.18          SMURFIT KAPPA GROUP PLC                                    14 
05.01.18          CZK                                                      -196 
05.01.18          SMURFIT KAPPA GROUP PLC                                    13 
05.01.18          CZK                                                      -156 
05.01.18          SMURFIT KAPPA GROUP PLC                                    11 
05.01.18          CZK                                                      -143 
05.01.18          SMURFIT KAPPA GROUP PLC                                    12 
05.01.18          CZK                                                      -132 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 10 
05.01.18          CZK                                                      -110 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 12 
05.01.18          CZK                                                      -120 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 12 
05.01.18          CZK                                                      -144 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 11 
05.01.18          CZK                                                      -132 
05.01.18          ISHARES FTSE MIB UCITS ETF                                 14 
05.01.18          CZK                                                      -154 
05.01.18          ISHARES SP EMER MRKT INFRAS                                12 
05.01.18          CZK                                                      -156 
05.01.18          ISHARES SP EMER MRKT INFRAS                                12 
05.01.18          CZK                                                      -120 
05.01.18          ISHARES SP EMER MRKT INFRAS                                14 
05.01.18          CZK                                                      -196 
05.01.18          ISHARES SP EMER MRKT INFRAS                                14 
05.01.18          CZK                                                      -182 
05.01.18          ISHARES SP EMER MRKT INFRAS                                13 
05.01.18          CZK                                                      -182 
05.01.18          ISHARES BC GBL INF LNK BD                                  11 
05.01.18          CZK                                                      -110 
05.01.18          ISHARES BC GBL INF LNK BD                                  10 
05.01.18          CZK                                                      -110 
05.01.18          ISHARES BC GBL INF LNK BD                                  12 
05.01.18          CZK                                                      -144 
05.01.18          ISHARES BC GBL INF LNK BD                                  14 
05.01.18          CZK                                                      -168 
05.01.18          ISHARES BC GBL INF LNK BD                                  11 
05.01.18          CZK                                                      -143 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      13 
05.01.18          CZK                                                      -182 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      14 
05.01.18          CZK                                                      -196 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      14 
05.01.18          CZK                                                      -168 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      13 
05.01.18          CZK                                                      -169 
05.01.18          SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      11 
05.01.18          CZK                                                      -154 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      10 
05.01.18          CZK                                                      -100 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      14 
05.01.18          CZK                                                      -182 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      10 
05.01.18          CZK                                                      -110 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      13 
05.01.18          CZK                                                      -169 
05.01.18          ISHARES CORE EURO CORP BOND UCITS ETF                      10 
05.01.18          CZK                                                      -100 
05.01.18          GENERALI EMERGING EUROPE A CZK                             14 
05.01.18          CZK                                                      -140 
05.01.18          GENERALI EMERGING EUROPE A CZK                             10 
05.01.18          CZK                                                      -140 
05.01.18          GENERALI EMERGING EUROPE A CZK                             13 
05.01.18          CZK                                                      -169 
05.01.18          GENERALI EMERGING EUROPE A CZK                             11 
05.01.18          CZK                                                      -110 
05.01.18          GENERALI EMERGING EUROPE A CZK                             11 
05.01.18          CZK                                                      -143 
05.01.18          GENERALI EMERGING EUROPE A PLN                             11 
05.01.18          CZK                                                      -121 
05.01.18          GENERALI EMERGING EUROPE A PLN                             14 
05.01.18          CZK                                                      -154 
05.01.18          GENERALI EMERGING EUROPE A PLN                             11 
05.01.18          CZK                                                      -121 
05.01.18          GENERALI EMERGING EUROPE A PLN                             10 
05.01.18          CZK                                                      -120 
05.01.18          GENERALI EMERGING EUROPE A PLN                             14 
05.01.18          CZK                                                      -140 
05.01.18          GENERALI OIL AND ENERGY A PLN                              14 
05.01.18          CZK                                                      -154 
05.01.18          GENERALI OIL AND ENERGY A PLN                              11 
05.01.18          CZK                                                      -110 
05.01.18          GENERALI OIL AND ENERGY A PLN                              13 
05.01.18          CZK                                                      -130 
05.01.18          GENERALI OIL AND ENERGY A PLN                              12 
05.01.18          CZK                                                      -156 
05.01.18          GENERALI OIL AND ENERGY A PLN                              12 
05.01.18          CZK                                                      -132 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18          CZK                                                      -156 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         14 
05.01.18          CZK                                                      -168 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         13 
05.01.18          CZK                                                      -182 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         14 
05.01.18          CZK                                                      -196 
05.01.18          VANGUARD FTSE EMERGING MARKETS ETF                         11 
05.01.18          CZK                                                      -154 
05.01.18          VANGUARD SP 500 ETF / IE                                   10 
05.01.18          CZK                                                      -140 
05.01.18          VANGUARD SP 500 ETF / IE                                   11 
05.01.18          CZK                                                      -110 
05.01.18          VANGUARD SP 500 ETF / IE                                   14 
05.01.18          CZK                                                      -140 
05.01.18          VANGUARD SP 500 ETF / IE                                   12 
05.01.18          CZK                                                      -156 
05.01.18          VANGUARD SP 500 ETF / IE                                   14 
05.01.18          CZK                                                      -154 
05.01.18          SOURCE SP 500 ETF                                          14 
05.01.18          CZK                                                      -168 
05.01.18          SOURCE SP 500 ETF                                          11 
05.01.18          CZK                                                      -154 
03.01.18          CZK                                                      -156 
03.01.18          CONSEQ INVEST DLUHOPISOVY OPF                              13 
03.01.18          CZK                                                      -169 
03.01.18          CONSEQ INVEST DLUHOPISOVY OPF                              14 
03.01.18          CZK                                                      -182 
03.01.18          CONSEQ INVEST DLUHOPISOVY OPF                              13 
03.01.18          CZK                                                      -130 
03.01.18          CONSEQ INVEST DLUHOPISOVY OPF                              12 
03.01.18          CZK                                                      -156 
03.01.18          CONSEQ INVEST PLC - EQUITY FUND                            10 
03.01.18          CZK                                                      -130 
03.01.18          CONSEQ INVEST PLC - EQUITY FUND                            14 
03.01.18          CZK                                                      -168 
03.01.18          CONSEQ INVEST PLC - EQUITY FUND                            14 
03.01.18          CZK                                                      -168 
03.01.18          CONSEQ INVEST PLC - EQUITY FUND                            13 
03.01.18          CZK                                                      -143 
03.01.18          CONSEQ INVEST PLC - EQUITY FUND                            13 
03.01.18          CZK                                                      -156 
03.01.18          ISHARES SP 500 UCITS ETF DIST                              14 
03.01.18          CZK                                                      -140 
03.01.18          ISHARES SP 500 UCITS ETF DIST                              12 
03.01.18          CZK                                                      -144 
03.01.18          ISHARES SP 500 UCITS ETF DIST                              13 
03.01.18          CZK                                                      -169 
03.01.18          ISHARES SP 500 UCITS ETF DIST                              11 
03.01.18          CZK                                                      -110 
03.01.18          ISHARES SP 500 UCITS ETF DIST                              11 
03.01.18          CZK                                                      -121 
03.01.18          INVESCO NASDAQ-100 DIST ETF                                13 
03.01.18          CZK                                                      -182 
03.01.18          INVESCO NASDAQ-100 DIST ETF                                14 
03.01.18          CZK                                                      -196 
03.01.18          INVESCO NASDAQ-100 DIST ETF                                11 
03.01.18          CZK                                                      -143 
03.01.18          INVESCO NASDAQ-100 DIST ETF                                11 
03.01.18          CZK                                                      -110 
03.01.18          INVESCO NASDAQ-100 DIST ETF                                13 
03.01.18          CZK                                                      -182 
03.01.18          BAREP Global Credit Class B (EUR)                          10 
03.01.18          CZK                                                      -130 
03.01.18          BAREP Global Credit Class B (EUR)                          14 
03.01.18          CZK                                                      -140 
03.01.18          BAREP Global Credit Class B (EUR)                          10 
03.01.18          CZK                                                      -120 
03.01.18          BAREP Global Credit Class B (EUR)                          11 
03.01.18          CZK                                                      -132 
03.01.18          BAREP Global Credit Class B (EUR)                          13 
03.01.18          CZK                                                      -156 
03.01.18          Sirius Emerging Equity Fund EUR                            13 
03.01.18          CZK                                                      -156 
03.01.18          Sirius Emerging Equity Fund EUR                            14 
03.01.18          CZK                                                      -196 
03.01.18          Sirius Emerging Equity Fund EUR                            10 
03.01.18          CZK                                                      -130 
03.01.18          Sirius Emerging Equity Fund EUR                            10 
03.01.18          CZK                                                      -120 
03.01.18          Sirius Emerging Equity Fund EUR                            12 
03.01.18          CZK                                                      -144 
03.01.18          CONSEQ INVEST CONSERV. BOND F.                             14 
03.01.18          CZK                                                      -196 
03.01.18          CONSEQ INVEST CONSERV. BOND F.                             13 
03.01.18          CZK                                                      -130 
03.01.18          CONSEQ INVEST CONSERV. BOND F.                             12 
03.01.18          CZK                                                      -132 
03.01.18          CONSEQ INVEST CONSERV. BOND F.                             12 
03.01.18          CZK                                                      -168 
03.01.18          CONSEQ INVEST CONSERV. BOND F.                             11 
03.01.18          CZK                                                      -132 
03.01.18          Emerging Europe Debt Fund A-shares CZK                     12 
03.01.18          CZK                                                      -132 
03.01.18          Emerging Europe Debt Fund A-shares CZK                     13 
03.01.18          CZK                                                      -130 
03.01.18          Emerging Europe Debt Fund A-shares CZK                     11 
03.01.18          CZK                                                      -132 
03.01.18          Emerging Europe Debt Fund A-shares CZK                     10 
03.01.18          CZK                                                      -110 
03.01.18          Emerging Europe Debt Fund A-shares CZK                     10 
01.01.18          ABB LTD. EUR                                               13 
01.01.18          CZK                                                      -182 
01.01.18          ABB LTD. EUR                                               12 
01.01.18          CZK                                                      -168 
01.01.18          CRH PLC                                                    13 
01.01.18          CZK                                                      -156 
01.01.18          CRH PLC                                                    11 
01.01.18          CZK                                                      -143 
01.01.18          CRH PLC                                                    10 
01.01.18          CZK                                                      -100 
01.01.18          CRH PLC                                                    10 
01.01.18          CZK                                                      -140 
01.01.18          CRH PLC                                                    10 
01.01.18          CZK                                                      -110 
01.01.18          DCC PLC                                                    12 
01.01.18          CZK                                                      -168 
01.01.18          DCC PLC                                                    10 
01.01.18          CZK                                                      -130 
01.01.18          DCC PLC                                                    11 
01.01.18          CZK                                                      -121 
01.01.18          DCC PLC                                                    14 
01.01.18          CZK                                                      -182 
01.01.18          DCC PLC                                                    14 
01.01.18          CZK                                                      -196 
01.01.18          KINGSPAN GROUP PLC                                         10 
01.01.18          CZK                                                      -100 
01.01.18          KINGSPAN GROUP PLC                                         12 
01.01.18          CZK                                                      -156 
01.01.18          KINGSPAN GROUP PLC                                         10 
01.01.18          CZK                                                      -100 
01.01.18          KINGSPAN GROUP PLC                                         13 
01.01.18          CZK                                                      -143 
01.01.18          KINGSPAN GROUP PLC                                         12 
01.01.18          CZK                                                      -168 
01.01.18          ISHARES CORE FTSE 100 UCITS                                13 
01.01.18          CZK                                                      -182 
01.01.18          ISHARES CORE FTSE 100 UCITS                                11 
01.01.18          CZK                                                      -121 
01.01.18          ISHARES CORE FTSE 100 UCITS                                14 
01.01.18          CZK                                                      -196 
01.01.18          ISHARES CORE FTSE 100 UCITS                                11 
01.01.18          CZK                                                      -110 
01.01.18          ISHARES CORE FTSE 100 UCITS                                14 
01.01.18          CZK                                                      -168 
03.01.18          READYMIX PLC                                               13 
03.01.18          CZK                                                      -169 
03.01.18          READYMIX PLC                                               11 
03.01.18          CZK                                                      -132 
03.01.18          READYMIX PLC                                               10 
03.01.18          CZK                                                      -140 
03.01.18          READYMIX PLC                                               12 
03.01.18          CZK                                                      -132 
03.01.18          READYMIX PLC                                               14 
03.01.18          CZK                                                      -182 
03.01.18          ISHARES II PLC                                             13 
03.01.18          CZK                                                      -143 
03.01.18          ISHARES II PLC                                             11 
03.01.18          CZK                                                      -154 
03.01.18          ISHARES II PLC                                             11 
03.01.18          CZK                                                      -132 
03.01.18          ISHARES II PLC                                             12 
03.01.18          CZK                                                      -168 
03.01.18          ISHARES II PLC                                             11 
03.01.18          CZK                                                      -110 
03.01.18          iShares EURO STOXX 50                                      12 
03.01.18          CZK                                                      -120 
03.01.18          iShares EURO STOXX 50                                      10 
03.01.18          CZK                                                      -120 
03.01.18          iShares EURO STOXX 50                                      14 
03.01.18          CZK                                                      -168 
03.01.18          iShares EURO STOXX 50                                      12 
03.01.18          CZK                                                      -120 
03.01.18          iShares EURO STOXX 50                                      13 
03.01.18          CZK                                                      -182 
03.01.18          BANK OF IRELAND                                            13 
03.01.18          CZK                                                      -169 
03.01.18          BANK OF IRELAND                                            12 
03.01.18          CZK                                                      -132 
03.01.18          BANK OF IRELAND                                            11 
03.01.18          CZK                                                      -110 
03.01.18          BANK OF IRELAND                                            13 
03.01.18          CZK                                                      -169 
03.01.18          BANK OF IRELAND                                            10 
03.01.18          CZK                                                      -110 
03.01.18          CONSEQ INVEST DLUHOPISOVY OPF                              12 
03.01.18          CZK                                                      -110 
03.01.18          Thames River High Income Fund                              14 
03.01.18          CZK                                                      -182 
03.01.18          Thames River High Income Fund                              10 
03.01.18          CZK                                                      -140 
03.01.18          Thames River High Income Fund                              12 
03.01.18          CZK                                                      -156 
03.01.18          Thames River High Income Fund                              12 
03.01.18          CZK                                                      -120 
03.01.18          Thames River High Income Fund                              12 
03.01.18          CZK                                                      -144 
03.01.18          ANGLO IRISH BANK CORP PLC  old acquired                    14 
03.01.18          CZK                                                      -168 
03.01.18          ANGLO IRISH BANK CORP PLC  old acquired                    13 
03.01.18          CZK                                                      -169 
03.01.18          ANGLO IRISH BANK CORP PLC  old acquired                    11 
03.01.18          CZK                                                      -154 
03.01.18          ANGLO IRISH BANK CORP PLC  old acquired                    10 
03.01.18          CZK                                                      -120 
03.01.18          ANGLO IRISH BANK CORP PLC  old acquired                    13 
03.01.18          CZK                                                      -143 
03.01.18          ISHARES EURSTOXX SELECT DIV30 GBP                          11 
03.01.18          CZK                                                      -121 
03.01.18          ISHARES EURSTOXX SELECT DIV30 GBP                          13 
03.01.18          CZK                                                      -143 
03.01.18          ISHARES EURSTOXX SELECT DIV30 GBP                          12 
03.01.18          CZK                                                      -168 
03.01.18          ISHARES EURSTOXX SELECT DIV30 GBP                          11 
03.01.18          CZK                                                      -143 
03.01.18          ISHARES EURSTOXX SELECT DIV30 GBP                          12 
03.01.18          CZK                                                      -156 
03.01.18          ISHARES FTSE UK DIVIDEND PLUS                              10 
03.01.18          CZK                                                      -120 
03.01.18          ISHARES FTSE UK DIVIDEND PLUS                              10 
03.01.18          CZK                                                      -130 
03.01.18          ISHARES FTSE UK DIVIDEND PLUS                              14 
03.01.18          CZK                                                      -168 
03.01.18          ISHARES FTSE UK DIVIDEND PLUS                              12 
03.01.18          CZK                                                      -168 
03.01.18          ISHARES FTSE UK DIVIDEND PLUS                              12 
03.01.18          CZK                                                      -156 
03.01.18          ISHARES MSCI EMERG. MKTS                                   13 
03.01.18          CZK                                                      -169 
03.01.18          ISHARES MSCI EMERG. MKTS                                   10 
03.01.18          CZK                                                      -100 
03.01.18          ISHARES MSCI EMERG. MKTS                                   14 
03.01.18          CZK                                                      -154 
03.01.18          ISHARES MSCI EMERG. MKTS                                   10 
03.01.18          CZK                                                      -130 
03.01.18          ISHARES MSCI EMERG. MKTS                                   10 
03.01.18          CZK                                                      -110 
03.01.18          iShares European Property Yield UCITS ETF                  13 
03.01.18          CZK                                                      -156 
03.01.18          iShares European Property Yield UCITS ETF                  12 
03.01.18          CZK                                                      -168 
03.01.18          iShares European Property Yield UCITS ETF                  14 
03.01.18          CZK                                                      -196 
03.01.18          iShares European Property Yield UCITS ETF                  10 
03.01.18          CZK                                                      -140 
03.01.18          iShares European Property Yield UCITS ETF                  14 

 1 357 rows selected 

PRODUCT.NAZEV                                    
--------------------------------------------------
HUNGARY GOVT 2.5 24/10/2024                        
HALYK SAVINGS BANK OF KAZAKHSTAN                   
BANK TURANALEM JSC                                 
FIDELITY FUNDS-EMERGING MARKETS                    
FIDELITY FUND-THAILAND FUND-A                      
ALBERTSONS COS 0 01/15/24                          
CELLTRION INC                                      
GRAND KOREA LEISURE CO LTD                         
HERBALIFE LTD.                                     
OPUS CREDIT FUND LTD SP1 EUR                       
OPUS Fund Limited Class S Shares                   
PEAK SPORT PRODUCTS LTD.                           
TRANSOCEAN INC                                     
ABN AMRO-EUR-E-A - NEPOUZIVAT !!!                  
SUPERIOR PLUS 7 07/15/26                           
XIAOMI CORP-CLASS B USD                            
SINA CORP                                          
SAMSUNG ELECTRONIC CO LTD. KRW                     
FIDELITY FUND-SOUTH EAST ASIA FUND                 
FABRINET                                           
OPUS CREDIT FUND LTD SP2 EUR                       
XINGDA INTERNATIONAL HOLDINGS LT                   
TOYOTA MOTOR CORP                                  
CS-EF (L)USA-B                                     
US TREASURY 2.5 30/06/2020                         
BANK CENTERCREDIT                                  
EXCEL MARITIME CARRIERS LTD                        
OPUS Fund Limited Class B Shares                   
TOKYO ELECTRIC POWER CO INC                        
NISSAN MOTOR CO LTD                                
JB EURO CASH FUND-B                                
FIDELITY FUND-GREAT CHINA FUND                     
HZL ERSTE JELZALOGBANK 1.5 24/11/2023              
HZL MBANK HIPO L+58 10/06/2024                     
DEKINVEST Alfa L+220 27/06/2023                    
CHINA HIGH SPEED TRANSM. EQUIP.                    
NOBLE CORP OLD 2009                                
OLYMPIA SPEC OPPORT CLASS B  EUR                   
OPUS CREDIT  LTD CLASS B1 EUR                      
KAZKOMMERTSBANK                                    
SANDS CHINA LTD.                                   
ASTELLAS PHARMA INC                                
GOLDMAN SACHS L+111 19/06/2028                     
CZK                                                
DKT FINANCE APS DKTFIN 7 06/17/23                  
CDC CORP CL A                                      
COASTAL ENERGY CO                                  
GCL-POLY ENERGY HOLDINGS LTD                       
GOTTEX ABI Fund                                    
ROYAL CARIBBEAN CRUISES LTD                        
JB GLOBAL CONVERT BOND FUND B                      
JB GLOBAL CONVERT BOND FUND A                      
FIDELITY FUND-LATIN AMERICA FUND                   
DKT FINANCE APS DKTFIN 9 3/8 06/17/23              
FANTASIA HOLDINGS GROUP CO. LTD                    
XINYI SOLAR HOLDINGS LTD                           
XIAOMI CORP-CLASS B                                
SCOTTISH RE GROUP                                  
TRANSOCEAN INC.                                    
NINTENDO CO LTD                                    
INDUSTRIAL BANK OF KOREA                           
FIDELITY FUNDS-ASIAN SPEC.SIT.F.                   

 62 rows selected 

PORTFOLIO.PRIJMENI                                 CENA_PRUMERNA
-------------------------------------------------- -------------
Novák                                                          1 
Chalupa                                                       20 
Chlupová                                             12.07258065 

NAZEV                                            
--------------------------------------------------
GOLDMAN SACHS L+111 19/06/2028                     
